label,answer
merkel_cell_carcinoma,"Key Points
                    - There are different types of treatment for patients with Merkel cell carcinoma.    - Three types of standard treatment are used:         - Surgery     - Radiation therapy     - Chemotherapy        - New types of treatment are being tested in clinical trials.    - Treatment for Merkel cell carcinoma may cause side effects.    - Patients may want to think about taking part in a clinical trial.    - Patients can enter clinical trials before, during, or after starting their cancer treatment.    - Follow-up tests may be needed.
                
                
                    There are different types of treatment for patients with Merkel cell carcinoma.
                    Different types of treatments are available for patients with Merkel cell carcinoma. Some treatments are standard (the currently used treatment), and some are being tested in clinical trials. A treatment clinical trial is a research study meant to help improve current treatments or obtain information on new treatments for patients with cancer. When clinical trials show that a new treatment is better than the standard treatment, the new treatment may become the standard treatment. Patients may want to think about taking part in a clinical trial. Some clinical trials are open only to patients who have not started treatment.
                
                
                    Three types of standard treatment are used:
                    Surgery    One or more of the following surgical procedures may be used to treat Merkel cell carcinoma:            -  Wide local excision: The cancer is cut from the skin along with some of the tissue around it. A sentinel lymph node biopsy may be done during the wide local excision procedure. If there is cancer in the lymph nodes, a lymph node dissection also may be done.     - Lymph node dissection: A surgical procedure in which the lymph nodes are removed and a sample of tissue is checked under a microscope for signs of cancer. For a regional lymph node dissection, some of the lymph nodes in the tumor area are removed; for a radical lymph node dissection, most or all of the lymph nodes in the tumor area are removed. This procedure is also called lymphadenectomy.           Even if the doctor removes all the cancer that can be seen at the time of the surgery, some patients may be given chemotherapy or radiation therapy after surgery to kill any cancer cells that are left. Treatment given after the surgery, to lower the risk that the cancer will come back, is called adjuvant therapy.       Radiation therapy    Radiation therapy is a cancer treatment that uses high-energy x-rays or other types of radiation to kill cancer cells or keep them from growing. There are two types of radiation therapy:            -  External radiation therapy uses a machine outside the body to send radiation toward the cancer.     -  Internal radiation therapy uses a radioactive substance sealed in needles, seeds, wires, or catheters that are placed directly into or near the cancer.           The way the radiation therapy is given depends on the type and stage of the cancer being treated. External radiation therapy is used to treat Merkel cell carcinoma, and may also be used as palliative therapy to relieve symptoms and improve quality of life.       Chemotherapy    Chemotherapy is a cancer treatment that uses drugs to stop the growth of cancer cells, either by killing the cells or by stopping the cells from dividing. When chemotherapy is taken by mouth or injected into a vein or muscle, the drugs enter the bloodstream and can reach cancer cells throughout the body (systemic chemotherapy). When chemotherapy is placed directly into the cerebrospinal fluid, an organ, or a body cavity such as the abdomen, the drugs mainly affect cancer cells in those areas (regional chemotherapy). The way the chemotherapy is given depends on the type and stage of the cancer being treated.
                
                
                    New types of treatment are being tested in clinical trials.
                    
                
                
                    Treatment for Merkel cell carcinoma may cause side effects.
                    For information about side effects caused by treatment for cancer, see our Side Effects page.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.
                
                
                    Follow-up tests may be needed.
                    Some of the tests that were done to diagnose the cancer or to find out the stage of the cancer may be repeated. Some tests will be repeated in order to see how well the treatment is working. Decisions about whether to continue, change, or stop treatment may be based on the results of these tests.   Some of the tests will continue to be done from time to time after treatment has ended. The results of these tests can show if your condition has changed or if the cancer has recurred (come back). These tests are sometimes called follow-up tests or check-ups.
                
		        
		            Treatment Options by Stage
		            
		                
		                    Stage I and Stage II Merkel Cell Carcinoma
		                    Treatment of stage I and stage II Merkel cell carcinoma may include the following:         -  Surgery to remove the tumor, such as wide local excision with or without lymph node dissection.    -  Radiation therapy after surgery.    - A clinical trial of a new treatment.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage I neuroendocrine carcinoma of the skin and stage II neuroendocrine carcinoma of the skin. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website.
		                
		                
		                    Stage III Merkel Cell Carcinoma
		                    Treatment of stage III Merkel cell carcinoma may include the following:         -  Wide local excision with or without lymph node dissection.    -  Radiation therapy.    - A clinical trial of chemotherapy.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage III neuroendocrine carcinoma of the skin. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website.
		                
		                
		                    Stage IV Merkel Cell Carcinoma
		                    Treatment of stage IV Merkel cell carcinoma may include the following as palliative treatment to relieve symptoms and improve quality of life:         -  Chemotherapy.    -  Surgery.    -  Radiation therapy.    - A clinical trial of a new treatment.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage IV neuroendocrine carcinoma of the skin. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website."
merkel_cell_carcinoma,"New types of treatment are being tested in clinical trials.
                    
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
skin_cancer,"Key Points
                    - Skin cancer is a disease in which malignant (cancer) cells form in the tissues of the skin.    - There are several types of skin cancer.    - Skin cancer is the most common cancer in the United States.
                
                
                    Skin cancer is a disease in which malignant (cancer) cells form in the tissues of the skin.
                    The skin is the bodys largest organ. It protects against heat, sunlight, injury, and infection. Skin also helps control body temperature and stores water, fat, and vitamin D. The skin has several layers, but the two main layers are the epidermis (upper or outer layer) and the dermis (lower or inner layer).     The epidermis is made up of 3 kinds of cells:         -  Squamous cells are the thin, flat cells that make up most of the epidermis.    -  Basal cells are the round cells under the squamous cells.    -  Melanocytes are found throughout the lower part of the epidermis. They make melanin, the pigment that gives skin its natural color. When skin is exposed to the sun, melanocytes make more pigment, causing the skin to tan, or darken.        The dermis contains blood and lymph vessels, hair follicles, and glands.     See the following PDQ summaries for more information about skin cancer:         -  Skin Cancer Screening     -  Skin Cancer Treatment     -  Melanoma Treatment     -  Genetics of Skin Cancer
                
                
                    There are several types of skin cancer.
                    The most common types of skin cancer are squamous cell carcinoma, which forms in the squamous cells and basal cell carcinoma, which forms in the basal cells. Squamous cell carcinoma and basal cell carcinoma are also called nonmelanoma skin cancers. Melanoma, which forms in the melanocytes, is a less common type of skin cancer that grows and spreads quickly.    Skin cancer can occur anywhere on the body, but it is most common in areas exposed to sunlight, such as the face, neck, hands, and arms.
                
                
                    Skin cancer is the most common cancer in the United States.
                    Basal cell carcinoma and squamous cell carcinoma are the most common types of skin cancer in the United States. The number of new cases of nonmelanoma skin cancer appears to be increasing every year. These nonmelanoma skin cancers can usually be cured.   The number of new cases of melanoma has been increasing for at least 30 years. Melanoma is more likely to spread to nearby tissues and other parts of the body and can be harder to cure. Finding and treating melanoma skin cancer early may help prevent death from melanoma."
skin_cancer,"Key Points
                    - Avoiding risk factors and increasing protective factors may help prevent cancer.    - Being exposed to ultraviolet radiation is a risk factor for skin cancer.    - It is not known if the following lower the risk of nonmelanoma skin cancer:         - Sunscreen use and avoiding sun exposure     - Chemopreventive agents        - It is not known if the following lower the risk of melanoma:         - Sunscreen     - Counseling and protecting the skin from the sun        - Cancer prevention clinical trials are used to study ways to prevent cancer.    -  New ways to prevent skin cancer are being studied in clinical trials.
                
                
                    Avoiding risk factors and increasing protective factors may help prevent cancer.
                    Avoiding cancer risk factors may help prevent certain cancers. Risk factors include smoking, being overweight, and not getting enough exercise. Increasing protective factors such as quitting smoking and exercising may also help prevent some cancers. Talk to your doctor or other health care professional about how you might lower your risk of cancer.
                
                
                    Being exposed to ultraviolet radiation is a risk factor for skin cancer.
                    Some studies suggest that being exposed to ultraviolet (UV) radiation and the sensitivity of a persons skin to UV radiation are risk factors for skin cancer. UV radiation is the name for the invisible rays that are part of the energy that comes from the sun. Sunlamps and tanning beds also give off UV radiation.   Risk factors for nonmelanoma and melanoma cancers are not the same.         -  Risk factors for nonmelanoma skin cancer:                  - Being exposed to natural sunlight or artificial sunlight (such as from tanning beds) over long periods of time.       - Having a fair complexion, which includes the following:                         - Fair skin that freckles and burns easily, does not tan, or tans poorly.         - Blue or green or other light-colored eyes.          - Red or blond hair.                       - Having actinic keratosis.        - Past treatment with radiation.       - Having a weakened immune system.       - Being exposed to arsenic.                -  Risk factors for melanoma skin cancer:                  - Having a fair complexion, which includes the following:                         - Fair skin that freckles and burns easily, does not tan, or tans poorly.          - Blue or green or other light-colored eyes.         - Red or blond hair.                      - Being exposed to natural sunlight or artificial sunlight (such as from tanning beds) over long periods of time.       - Having a history of many blistering sunburns, especially as a child or teenager.       - Having several large or many small moles.       - Having a family history of unusual moles (atypical nevus syndrome).       - Having a family or personal history of melanoma.        - Being white.
                
                
                    It is not known if the following lower the risk of nonmelanoma skin cancer:
                    Sunscreen use and avoiding sun exposure    It is not known if nonmelanoma skin cancer risk is decreased by staying out of the sun, using sunscreens, or wearing protective clothing when outdoors. This is because not enough studies have been done to prove this.    Sunscreen may help decrease the amount of UV radiation to the skin. One study found that wearing sunscreen can help prevent actinic keratoses, scaly patches of skin that sometimes become squamous cell carcinoma.     The harms of using sunscreen are likely to be small and include allergic reactions to skin creams and lower levels of vitamin D made in the skin because of less sun exposure.     It is also possible that when a person uses sunscreen to avoid sunburn they may spend too much time in the sun and be exposed to harmful UV radiation.    Although protecting the skin and eyes from the sun has not been proven to lower the chance of getting skin cancer, skin experts suggest the following:            -  Use sunscreen that protects against UV radiation.     -  Do not stay out in the sun for long periods of time, especially when the sun is at its strongest.     -  Wear long sleeve shirts, long pants, sun hats, and sunglasses, when outdoors.              Chemopreventive agents     Chemoprevention is the use of drugs, vitamins, or other agents to try to reduce the risk of cancer. The following chemopreventive agents have been studied to find whether they lower the risk of nonmelanoma skin cancer:         Beta carotene      Studies of beta carotene (taken as a supplement in pills) have not shown that it prevents nonmelanoma skin cancer from forming or coming back.            Isotretinoin      High doses of isotretinoin have been shown to prevent new skin cancers in patients with xeroderma pigmentosum. However, isotretinoin has not been shown to prevent nonmelanoma skin cancers from coming back in patients previously treated for nonmelanoma skin cancers. Treatment with isotretinoin can cause serious side effects.            Selenium      Studies have shown that selenium (taken in brewer's yeast tablets) does not lower the risk of basal cell carcinoma, and may increase the risk of squamous cell carcinoma.            Celecoxib      A study of celecoxib in patients with actinic keratosis and a history of nonmelanoma skin cancer found those who took celecoxib had slightly lower rates of recurrent nonmelanoma skin cancers. Celecoxib may have serious side effects on the heart and blood vessels.             Alpha-difluoromethylornithine (DFMO)      A study of alpha-difluoromethylornithine (DFMO) in patients with a history of nonmelanoma skin cancer showed that those who took DFMO had lower rates of nonmelanoma skin cancers coming back than those who took a placebo. DFMO may cause hearing loss which is usually temporary.            Nicotinamide (vitamin B3)      Studies have shown that nicotinamide (vitamin B3) helps prevent new actinic keratoses lesions from forming in people who had four or fewer actinic lesions before taking nicotinamide. More studies are needed to find out if nicotinamide prevents nonmelanoma skin cancer from forming or coming back.
                
                
                    It is not known if the following lower the risk of melanoma:
                    Sunscreen    It has not been proven that using sunscreen to prevent sunburn can protect against melanoma caused by UV radiation. Other risk factors such as having skin that burns easily, having a large number of benign moles, or having atypical nevi may also play a role in whether melanoma forms.       Counseling and protecting the skin from the sun    It is not known if people who receive counseling or information about avoiding sun exposure make changes in their behavior to protect their skin from the sun.
                
                
                    Cancer prevention clinical trials are used to study ways to prevent cancer.
                    Cancer prevention clinical trials are used to study ways to lower the risk of developing certain types of cancer. Some cancer prevention trials are conducted with healthy people who have not had cancer but who have an increased risk for cancer. Other prevention trials are conducted with people who have had cancer and are trying to prevent another cancer of the same type or to lower their chance of developing a new type of cancer. Other trials are done with healthy volunteers who are not known to have any risk factors for cancer.   The purpose of some cancer prevention clinical trials is to find out whether actions people take can prevent cancer. These may include eating fruits and vegetables, exercising, quitting smoking, or taking certain medicines, vitamins, minerals, or food supplements.
                
                
                    New ways to prevent skin cancer are being studied in clinical trials.
                    Clinical trials are taking place in many parts of the country. Information about clinical trials can be found in the Clinical Trials section of the NCI Web site. Check NCI's list of cancer clinical trials for nonmelanoma skin cancer prevention trials and melanoma prevention trials that are now accepting patients."
skin_cancer,"Key Points
                    - Avoiding risk factors and increasing protective factors may help prevent cancer.    - Being exposed to ultraviolet radiation is a risk factor for skin cancer.    - It is not known if the following lower the risk of nonmelanoma skin cancer:         - Sunscreen use and avoiding sun exposure     - Chemopreventive agents        - It is not known if the following lower the risk of melanoma:         - Sunscreen     - Counseling and protecting the skin from the sun        - Cancer prevention clinical trials are used to study ways to prevent cancer.    -  New ways to prevent skin cancer are being studied in clinical trials.
                
                
                    Avoiding risk factors and increasing protective factors may help prevent cancer.
                    Avoiding cancer risk factors may help prevent certain cancers. Risk factors include smoking, being overweight, and not getting enough exercise. Increasing protective factors such as quitting smoking and exercising may also help prevent some cancers. Talk to your doctor or other health care professional about how you might lower your risk of cancer.
                
                
                    Being exposed to ultraviolet radiation is a risk factor for skin cancer.
                    Some studies suggest that being exposed to ultraviolet (UV) radiation and the sensitivity of a persons skin to UV radiation are risk factors for skin cancer. UV radiation is the name for the invisible rays that are part of the energy that comes from the sun. Sunlamps and tanning beds also give off UV radiation.   Risk factors for nonmelanoma and melanoma cancers are not the same.         -  Risk factors for nonmelanoma skin cancer:                  - Being exposed to natural sunlight or artificial sunlight (such as from tanning beds) over long periods of time.       - Having a fair complexion, which includes the following:                         - Fair skin that freckles and burns easily, does not tan, or tans poorly.         - Blue or green or other light-colored eyes.          - Red or blond hair.                       - Having actinic keratosis.        - Past treatment with radiation.       - Having a weakened immune system.       - Being exposed to arsenic.                -  Risk factors for melanoma skin cancer:                  - Having a fair complexion, which includes the following:                         - Fair skin that freckles and burns easily, does not tan, or tans poorly.          - Blue or green or other light-colored eyes.         - Red or blond hair.                      - Being exposed to natural sunlight or artificial sunlight (such as from tanning beds) over long periods of time.       - Having a history of many blistering sunburns, especially as a child or teenager.       - Having several large or many small moles.       - Having a family history of unusual moles (atypical nevus syndrome).       - Having a family or personal history of melanoma.        - Being white.
                
                
                    It is not known if the following lower the risk of nonmelanoma skin cancer:
                    Sunscreen use and avoiding sun exposure    It is not known if nonmelanoma skin cancer risk is decreased by staying out of the sun, using sunscreens, or wearing protective clothing when outdoors. This is because not enough studies have been done to prove this.    Sunscreen may help decrease the amount of UV radiation to the skin. One study found that wearing sunscreen can help prevent actinic keratoses, scaly patches of skin that sometimes become squamous cell carcinoma.     The harms of using sunscreen are likely to be small and include allergic reactions to skin creams and lower levels of vitamin D made in the skin because of less sun exposure.     It is also possible that when a person uses sunscreen to avoid sunburn they may spend too much time in the sun and be exposed to harmful UV radiation.    Although protecting the skin and eyes from the sun has not been proven to lower the chance of getting skin cancer, skin experts suggest the following:            -  Use sunscreen that protects against UV radiation.     -  Do not stay out in the sun for long periods of time, especially when the sun is at its strongest.     -  Wear long sleeve shirts, long pants, sun hats, and sunglasses, when outdoors.              Chemopreventive agents     Chemoprevention is the use of drugs, vitamins, or other agents to try to reduce the risk of cancer. The following chemopreventive agents have been studied to find whether they lower the risk of nonmelanoma skin cancer:         Beta carotene      Studies of beta carotene (taken as a supplement in pills) have not shown that it prevents nonmelanoma skin cancer from forming or coming back.            Isotretinoin      High doses of isotretinoin have been shown to prevent new skin cancers in patients with xeroderma pigmentosum. However, isotretinoin has not been shown to prevent nonmelanoma skin cancers from coming back in patients previously treated for nonmelanoma skin cancers. Treatment with isotretinoin can cause serious side effects.            Selenium      Studies have shown that selenium (taken in brewer's yeast tablets) does not lower the risk of basal cell carcinoma, and may increase the risk of squamous cell carcinoma.            Celecoxib      A study of celecoxib in patients with actinic keratosis and a history of nonmelanoma skin cancer found those who took celecoxib had slightly lower rates of recurrent nonmelanoma skin cancers. Celecoxib may have serious side effects on the heart and blood vessels.             Alpha-difluoromethylornithine (DFMO)      A study of alpha-difluoromethylornithine (DFMO) in patients with a history of nonmelanoma skin cancer showed that those who took DFMO had lower rates of nonmelanoma skin cancers coming back than those who took a placebo. DFMO may cause hearing loss which is usually temporary.            Nicotinamide (vitamin B3)      Studies have shown that nicotinamide (vitamin B3) helps prevent new actinic keratoses lesions from forming in people who had four or fewer actinic lesions before taking nicotinamide. More studies are needed to find out if nicotinamide prevents nonmelanoma skin cancer from forming or coming back.
                
                
                    It is not known if the following lower the risk of melanoma:
                    Sunscreen    It has not been proven that using sunscreen to prevent sunburn can protect against melanoma caused by UV radiation. Other risk factors such as having skin that burns easily, having a large number of benign moles, or having atypical nevi may also play a role in whether melanoma forms.       Counseling and protecting the skin from the sun    It is not known if people who receive counseling or information about avoiding sun exposure make changes in their behavior to protect their skin from the sun."
skin_cancer,"Cancer prevention clinical trials are used to study ways to prevent cancer.
                    Cancer prevention clinical trials are used to study ways to lower the risk of developing certain types of cancer. Some cancer prevention trials are conducted with healthy people who have not had cancer but who have an increased risk for cancer. Other prevention trials are conducted with people who have had cancer and are trying to prevent another cancer of the same type or to lower their chance of developing a new type of cancer. Other trials are done with healthy volunteers who are not known to have any risk factors for cancer.   The purpose of some cancer prevention clinical trials is to find out whether actions people take can prevent cancer. These may include eating fruits and vegetables, exercising, quitting smoking, or taking certain medicines, vitamins, minerals, or food supplements.
                
                
                    New ways to prevent skin cancer are being studied in clinical trials.
                    Clinical trials are taking place in many parts of the country. Information about clinical trials can be found in the Clinical Trials section of the NCI Web site. Check NCI's list of cancer clinical trials for nonmelanoma skin cancer prevention trials and melanoma prevention trials that are now accepting patients."
skin_cancer,"Key Points
                    - Skin cancer is a disease in which malignant (cancer) cells form in the tissues of the skin.    - Nonmelanoma skin cancer is the most common cancer in the United States.    - Being exposed to ultraviolet radiation may increase the risk of skin cancer.
                
                
                    Skin cancer is a disease in which malignant (cancer) cells form in the tissues of the skin.
                    The skin is the body's largest organ. It protects against heat, sunlight, injury, and infection. Skin also helps control body temperature and stores water, fat, and vitamin D. The skin has several layers, but the two main layers are the epidermis (top or outer layer) and the dermis (lower or inner layer). Skin cancer begins in the epidermis, which is made up of three kinds of cells:         -  Squamous cells: Thin, flat cells that form the top layer of the epidermis. Cancer that forms in squamous cells is called squamous cell carcinoma.    -  Basal cells: Round cells under the squamous cells. Cancer that forms in basal cells is called basal cell carcinoma.    -  Melanocytes: Found in the lower part of the epidermis, these cells make melanin, the pigment that gives skin its natural color. When skin is exposed to the sun, melanocytes make more pigment and cause the skin to tan, or darken. Cancer that forms in melanocytes is called melanoma.
                
                
                    Nonmelanoma skin cancer is the most common cancer in the United States.
                    Basal cell carcinoma and squamous cell carcinoma are also called nonmelanoma skin cancer and are the most common forms of skin cancer. Most basal cell and squamous cell skin cancers can be cured.    Melanoma is more likely to spread to nearby tissues and other parts of the body and can be harder to cure. Melanoma is easier to cure if the tumor is found before it spreads to the dermis (inner layer of skin). Melanoma is less likely to cause death when it is found and treated early.    In the United States, the number of cases of nonmelanoma skin cancer seems to have increased in recent years. The number of cases of melanoma has increased over the last 30 years. Part of the reason for these increases may be that people are more aware of skin cancer. They are more likely to have skin exams and biopsies and to be diagnosed with skin cancer.   Over the past 20 years, the number of deaths from melanoma has decreased slightly among white men and women younger than 50 years. During that time, the number of deaths from melanoma has increased slightly among white men older than 50 years and stayed about the same among white women older than 50 years.   The number of cases of childhood melanoma diagnosed in the United States is low, but increasing over time. The number of childhood deaths from melanoma has stayed about the same.   See the following PDQ summaries for more information about skin cancer:         -   Skin Cancer Prevention     -  Skin Cancer Treatment     -  Melanoma Treatment     -  Genetics of Skin Cancer"
skin_cancer,"Being exposed to ultraviolet radiation may increase the risk of skin cancer. Anything that increases your chance of getting a disease is called a risk factor. Having a risk factor does not mean that you will get cancer; not having risk factors doesn't mean that you will not get cancer. People who think they may be at risk should discuss this with their doctor.    Being exposed to ultraviolet (UV) radiation and having skin that is sensitive to UV radiation are risk factors for skin cancer. UV radiation is the name for the invisible rays that are part of the energy that comes from the sun. Sunlamps and tanning beds also give off UV radiation.   Risk factors for nonmelanoma and melanoma cancers are not the same.         -  Nonmelanoma skin cancer risk factors include:               - Being exposed to natural sunlight or artificial sunlight (such as from tanning beds) over long periods of time.      - Having a fair complexion, which includes the following:                        - Fair skin that freckles and burns easily, does not tan, or tans poorly.         - Blue or green or other light-colored eyes.          - Red or blond hair.                      - Having actinic keratosis.       - Past treatment with radiation.      - Having a weakened immune system.       - Being exposed to arsenic.             -  Melanoma skin cancer risk factors include:               - Having a fair complexion, which includes the following:                         - Fair skin that freckles and burns easily, does not tan, or tans poorly.          - Blue or green or other light-colored eyes.          - Red or blond hair.                     - Being exposed to natural sunlight or artificial sunlight (such as from tanning beds) over long periods of time.       - Having a history of many blistering sunburns, especially as a child or teenager.       - Having several large or many small moles.      - Having a family history of unusual moles (atypical nevus syndrome).      -  Having a family or personal history of melanoma.       - Being white."
plasma_cell_neoplasms_including_multiple_myeloma,"Key Points
                    - Plasma cell neoplasms are diseases in which the body makes too many plasma cells.    - Plasma cell neoplasms can be benign (not cancer) or malignant (cancer).    - There are several types of plasma cell neoplasms.          - Monoclonal gammopathy of undetermined significance (MGUS)     - Plasmacytoma     - Multiple myeloma        - Multiple myeloma and other plasma cell neoplasms may cause a condition called amyloidosis.    - Age can affect the risk of plasma cell neoplasms.    - Tests that examine the blood, bone marrow, and urine are used to detect (find) and diagnose multiple myeloma and other plasma cell neoplasms.    - Certain factors affect prognosis (chance of recovery) and treatment options.
                
                
                    Plasma cell neoplasms are diseases in which the body makes too many plasma cells.
                    Plasma cells develop from B lymphocytes (B cells), a type of white blood cell that is made in the bone marrow. Normally, when bacteria or viruses enter the body, some of the B cells will change into plasma cells. The plasma cells make antibodies to fight bacteria and viruses, to stop infection and disease.     Plasma cell neoplasms are diseases in which abnormal plasma cells or myeloma cells form tumors in the bones or soft tissues of the body. The plasma cells also make an antibody protein, called M protein, that is not needed by the body and does not help fight infection. These antibody proteins build up in the bone marrow and can cause the blood to thicken or can damage the kidneys.
                
                
                    Plasma cell neoplasms can be benign (not cancer) or malignant (cancer).
                    Monoclonal gammopathy of undetermined significance (MGUS) is not cancer but can become cancer. The following types of plasma cell neoplasms are cancer:         -  Lymphoplasmacytic lymphoma. (See Adult Non-Hodgkin Lymphoma Treatment for more information.)    -  Plasmacytoma.    -  Multiple myeloma.
                
                
                    There are several types of plasma cell neoplasms.
                    Plasma cell neoplasms include the following:     Monoclonal gammopathy of undetermined significance (MGUS)    In this type of plasma cell neoplasm, less than 10% of the bone marrow is made up of abnormal plasma cells and there is no cancer. The abnormal plasma cells make M protein, which is sometimes found during a routine blood or urine test. In most patients, the amount of M protein stays the same and there are no signs, symptoms, or health problems.     In some patients, MGUS may later become a more serious condition, such as amyloidosis, or cause problems with the kidneys, heart, or nerves. MGUS can also become cancer, such as multiple myeloma, lymphoplasmacytic lymphoma, or chronic lymphocytic leukemia.       Plasmacytoma    In this type of plasma cell neoplasm, the abnormal plasma cells (myeloma cells) are in one place and form one tumor, called a plasmacytoma. Sometimes plasmacytoma can be cured. There are two types of plasmacytoma.            - In isolated plasmacytoma of bone, one plasma cell tumor is found in the bone, less than 10% of the bone marrow is made up of plasma cells, and there are no other signs of cancer. Plasmacytoma of the bone often becomes multiple myeloma.     - In extramedullary plasmacytoma, one plasma cell tumor is found in soft tissue but not in the bone or the bone marrow. Extramedullary plasmacytomas commonly form in tissues of the throat, tonsil, and paranasal sinuses.            Signs and symptoms depend on where the tumor is.            - In bone, the plasmacytoma may cause pain or broken bones.      - In soft tissue, the tumor may press on nearby areas and cause pain or other problems. For example, a plasmacytoma in the throat can make it hard to swallow.               Multiple myeloma    In multiple myeloma, abnormal plasma cells (myeloma cells) build up in the bone marrow and form tumors in many bones of the body. These tumors may keep the bone marrow from making enough healthy blood cells. Normally, the bone marrow makes stem cells (immature cells) that become three types of mature blood cells:            -  Red blood cells that carry oxygen and other substances to all tissues of the body.      -  White blood cells that fight infection and disease.      -  Platelets that form blood clots to help prevent bleeding.            As the number of myeloma cells increases, fewer red blood cells, white blood cells, and platelets are made. The myeloma cells also damage and weaken the bone.     Sometimes multiple myeloma does not cause any signs or symptoms. This is called smoldering multiple myeloma. It may be found when a blood or urine test is done for another condition. Signs and symptoms may be caused by multiple myeloma or other conditions. Check with your doctor if you have any of the following:            - Bone pain, especially in the back or ribs.     - Bones that break easily.     -  Fever for no known reason or frequent infections.     - Easy bruising or bleeding.     - Trouble breathing.     - Weakness of the arms or legs.     - Feeling very tired.           A tumor can damage the bone and cause hypercalcemia (too much calcium in the blood). This can affect many organs in the body, including the kidneys, nerves, heart, muscles, and digestive tract, and cause serious health problems.    Hypercalcemia may cause the following signs and symptoms:             - Loss of appetite.     -  Nausea or vomiting.     - Feeling thirsty.     - Frequent urination.     -  Constipation.     - Feeling very tired.     - Muscle weakness.      - Restlessness.     -  Confusion or trouble thinking.
                
                
                    Multiple myeloma and other plasma cell neoplasms may cause a condition called amyloidosis.
                    In rare cases, multiple myeloma can cause peripheral nerves (nerves that are not in the brain or spinal cord) and organs to fail. This may be caused by a condition called amyloidosis. Antibody proteins build up and stick together in peripheral nerves and organs, such as the kidney and heart. This can cause the nerves and organs to become stiff and unable to work the way they should.    Amyloidosis may cause the following signs and symptoms:         - Feeling very tired.    - Purple spots on the skin.    - Enlarged tongue.    -  Diarrhea.    - Swelling caused by fluid in your body's tissues.    - Tingling or numbness in your legs and feet."
plasma_cell_neoplasms_including_multiple_myeloma,"Age can affect the risk of plasma cell neoplasms. Anything that increases your risk of getting a disease is called a risk factor. Having a risk factor does not mean that you will get cancer; not having risk factors doesn't mean that you will not get cancer. Talk with your doctor if you think you may be at risk.    Plasma cell neoplasms are most common in people who are middle aged or older. For multiple myeloma and plasmacytoma, other risk factors include the following:          - Being black.    - Being male.    - Having a personal history of MGUS or plasmacytoma.    - Being exposed to radiation or certain chemicals."
